RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,Card Type,Point Earned,Gender_Encoded,Geography_France,Geography_Germany,Geography_Spain,CardType_Encoded,Age_Tenure_Interaction,Salary_Balance_Ratio,Credit_Age_Interaction,Age_Squared,CreditScore_Squared,Tenure_Squared,Age_Group,CreditScore_Category,Has_Balance,Active_Months,Complain_With_Low_Satisfaction,Tenure_Group,CreditScore_StandardScaled,Age_StandardScaled,Tenure_StandardScaled,Balance_StandardScaled,EstimatedSalary_StandardScaled,Point Earned_StandardScaled,Age_Tenure_Interaction_StandardScaled,Salary_Balance_Ratio_StandardScaled,Credit_Age_Interaction_StandardScaled,Age_Squared_StandardScaled,CreditScore_Squared_StandardScaled,Tenure_Squared_StandardScaled,Active_Months_StandardScaled,CreditScore_MinMaxScaled,Age_MinMaxScaled,Tenure_MinMaxScaled,Balance_MinMaxScaled,EstimatedSalary_MinMaxScaled,Point Earned_MinMaxScaled,Age_Tenure_Interaction_MinMaxScaled,Salary_Balance_Ratio_MinMaxScaled,Credit_Age_Interaction_MinMaxScaled,Age_Squared_MinMaxScaled,CreditScore_Squared_MinMaxScaled,Tenure_Squared_MinMaxScaled,Active_Months_MinMaxScaled
6604,15683213,Bergamaschi,554,France,Female,35,10,74988.59,2,0,1,190155.13,0,0,1,PLATINUM,340,0,True,False,False,2,350,2.535753695946331,19390,1225,306916,100,26-35,Fair,1,10,0,Loyal,-0.99876184325127,-0.3739577120123647,1.7244635794717436,-0.023997378636547738,1.5661384434104462,-1.1797216617618482,1.2130980529474915,-0.6079970585910994,-0.7531011206825782,-0.42409885356982613,-0.999922041183994,2.2115389215228194,2.3123608306135512,0.40800000000000003,0.22972972972972977,1.0,0.2988806730254503,0.9508085522167367,0.2508513053348468,0.3977272727272727,1.2678774164595526e-05,0.1728128938117663,0.11068796068796069,0.30736,1.0,1.0
6605,15801188,Milliner,774,France,Female,47,6,94722.88,1,0,1,61450.96,0,0,5,DIAMOND,615,0,True,False,False,0,282,0.6487377839674642,36378,2209,599076,36,46-55,Excellent,1,6,0,Loyal,1.277528813167118,0.7702853764032556,0.3413519501232164,0.29228623483260857,-0.6718984675090814,0.03755817335634324,0.6815723203227497,-0.6080291057195705,1.4059029421490123,0.6194723518646461,1.325777112407559,0.08339657808352734,1.072306221696123,0.848,0.39189189189189194,0.6000000000000001,0.37753527737098364,0.3072262401059301,0.5629965947786606,0.32045454545454544,3.243339827925637e-06,0.4545002321416728,0.23157248157248156,0.7942933333333333,0.36,0.6000000000000001
6606,15645029,Knowles,771,Spain,Female,33,5,0.0,2,1,0,8673.43,0,0,5,SILVER,288,0,False,False,True,3,165,8673.43,25443,1089,594441,25,26-35,Excellent,0,0,0,Regular,1.24648848603414,-0.5646648934149681,-0.004425957213915414,-1.2258476714090278,-1.5896469771895578,-1.4098982124023791,-0.2329646019874677,-0.46073954999999017,0.016174343899457204,-0.5683322722071109,1.2888808378426053,-0.28237788719510093,-0.7877756916800193,0.842,0.2027027027027027,0.5,0.0,0.04331338642840391,0.19182746878547105,0.1875,0.043368780215521645,0.2731810041785501,0.09398034398034397,0.7865683333333333,0.25,0.0
6607,15633181,Swinton,792,France,Male,31,6,71269.89,2,0,1,125912.77,0,0,2,DIAMOND,660,1,True,False,False,0,186,1.766678794105139,24552,961,627264,36,26-35,Excellent,1,6,0,Loyal,1.4637707759649863,-0.7553720748175714,0.3413519501232164,-0.08359738823444815,0.44902799605990407,0.2367494191029564,-0.06881694926512098,-0.608010119764578,-0.09706280114309913,-0.704081372101026,1.5501637763637428,0.08339657808352734,1.072306221696123,0.884,0.1756756756756757,0.6000000000000001,0.28405911738905626,0.6295660735600249,0.6140749148694665,0.21136363636363636,8.833255062059904e-06,0.25840684486303644,0.07825552825552826,0.8412733333333333,0.36,0.6000000000000001
6608,15598259,Gregory,673,Germany,Female,41,9,98612.1,1,1,0,151349.35,0,0,2,SILVER,868,0,False,True,False,3,369,1.5347793548727298,27593,1681,452929,81,36-45,Good,1,0,0,Loyal,0.2325044663568581,0.1981638321954454,1.378685672134612,0.3546191870278237,0.8913447052042732,1.1574556216650795,1.3616125958867575,-0.6080140581050416,0.2894177354162879,0.05950731480224638,0.1623941914055577,1.5797466633142794,-0.7877756916800193,0.646,0.3108108108108108,0.9,0.3930364715012379,0.7567611206870256,0.8501702610669694,0.4193181818181818,7.673714266617756e-06,0.30883133249320155,0.1667076167076167,0.5507150000000001,0.81,0.0
6609,15576000,Chibueze,765,France,Male,40,6,138033.55,1,1,1,67972.45,0,0,5,PLATINUM,739,1,True,False,False,2,240,0.49243069941547246,30600,1600,585225,36,36-45,Excellent,1,6,0,Loyal,1.184407831768184,0.10281024149414371,0.3413519501232164,0.9864310563270821,-0.558496272893378,0.5864407171914551,0.3532770148780563,-0.6080317602775887,0.6715772136912227,-0.02639641247437176,1.2155181482221926,0.08339657808352734,1.072306221696123,0.83,0.2972972972972973,0.6000000000000001,0.5501578349998599,0.3398368044148216,0.7037457434733257,0.2727272727272727,2.461775017960673e-06,0.35869204748955363,0.15675675675675674,0.7712083333333333,0.36,0.6000000000000001
6610,15766047,Sukhorukova,748,France,Female,41,2,91621.69,1,1,1,71139.31,0,0,5,SILVER,896,0,True,False,False,3,82,0.7764376924536924,30668,1681,559504,4,36-45,Good,1,2,0,New,1.0085126446813086,0.1981638321954454,-1.0417596792253108,0.2425831252069563,-0.5034277419225895,1.28139684124075,-0.8817386579853143,-0.608026936996272,0.6802193302601272,0.05950731480224638,1.0107696955608827,-0.9806745936361185,-0.16774838722130514,0.7959999999999999,0.3108108108108108,0.2,0.36517492022358566,0.35567261673489814,0.8819523269012486,0.09318181818181817,3.881863379143076e-06,0.3598195927571798,0.1667076167076167,0.72834,0.04,0.2
6611,15596339,French,422,France,Male,54,3,140014.42,1,0,1,86350.97,0,0,2,SILVER,844,1,True,False,False,3,162,0.6167247150349583,22788,2916,178084,9,46-55,Poor,1,3,0,Regular,-2.364536237102303,1.4377605113123673,-0.695981771888179,1.0181786753907855,-0.2389121745065676,1.051220290600219,-0.25641426666208866,-0.6080296493964554,-0.321249472136443,1.3692740208099428,-2.025471306502679,-0.8144134730549238,0.1422652650080519,0.1439999999999999,0.48648648648648657,0.30000000000000004,0.5580529528941414,0.43173818099628514,0.8229284903518729,0.18409090909090908,3.083268464504442e-06,0.22915699409696888,0.31842751842751843,0.09264,0.09,0.30000000000000004
6612,15715199,Estrada,568,Spain,Male,27,5,126815.97,2,0,1,118648.12,0,0,1,DIAMOND,939,1,False,False,True,0,135,0.9355855135160538,15336,729,322624,25,26-35,Fair,1,5,0,Regular,-0.8539069832973727,-1.1367864376227783,-0.004425957213915414,0.8066456808826483,0.3227029916337727,1.471735142731958,-0.4674612487336773,-0.6080242341941201,-1.2683237761287325,-0.9501266156587471,-0.8748806860887854,-0.28237788719510093,0.762292569466766,0.43600000000000005,0.12162162162162166,0.5,0.505448128361599,0.5932393543583412,0.9307604994324632,0.1534090909090909,4.677632405745124e-06,0.10559129800358164,0.049754299754299756,0.33354,0.25,0.5
6613,15615938,Fleming,502,France,Female,64,3,139663.37,1,0,1,100995.11,0,0,4,GOLD,691,0,True,False,False,1,192,0.7231272371042092,32128,4096,252004,9,56+,Poor,1,3,0,Regular,-1.536794180222889,2.391296418325384,-0.695981771888179,1.0125523588367897,0.01573478719384262,0.37397005506173436,-0.021917619915879073,-0.608027842365962,0.8657706565924865,2.6207110354569725,-1.4370414001722858,-0.8144134730549238,0.1422652650080519,0.30399999999999994,0.6216216216216217,0.30000000000000004,0.5566537792296467,0.50496587424099,0.6492622020431328,0.21818181818181817,3.615301079527632e-06,0.3840286529150362,0.46339066339066337,0.21583999999999998,0.09,0.30000000000000004
6614,15679991,Kennedy,524,France,Female,28,7,0.0,2,0,1,147100.72,0,0,1,PLATINUM,983,0,True,False,False,2,196,147100.72,14672,784,274576,49,26-35,Poor,0,7,0,Loyal,-1.3091651145810503,-1.0414328469214764,0.6871298574603482,-1.2258476714090278,0.8174652748731499,1.6664999163508687,0.009348599650282206,1.8901665119794648,-1.352711502625093,-0.8917969242980804,-1.257360125203541,0.5156754915946334,1.38231987392548,0.348,0.13513513513513514,0.7000000000000001,0.0,0.7355159417724392,0.9807037457434733,0.22272727272727272,0.7355312558506437,0.09458115009617299,0.056511056511056514,0.25346,0.49,0.7000000000000001
6615,15626135,Combes,689,France,Male,34,1,165312.27,1,1,0,155495.63,0,0,3,DIAMOND,326,1,True,False,False,0,34,0.9406119061101388,23426,1156,474721,1,26-35,Good,1,0,0,New,0.3980528777327409,-0.4693113027136664,-1.3875375865624426,1.4236300704498774,0.9634443713068355,-1.2416922715496834,-1.2569332927792496,-0.6080241488310619,-0.24016608432819278,-0.4972761027313897,0.3358663845704917,-1.0804312659848354,-0.7877756916800193,0.678,0.21621621621621623,0.1,0.6588821381621518,0.7774945007248192,0.23496027241770714,0.038636363636363635,4.702765313724728e-06,0.23973602175499104,0.1022113022113022,0.587035,0.01,0.0
6616,15792934,Carruthers,661,France,Male,26,8,0.0,2,0,0,196875.87,0,0,4,GOLD,547,1,True,False,False,1,208,196875.87,17186,676,436921,64,26-35,Good,0,0,0,Loyal,0.10834315782494601,-1.23214002832408,1.03290776479748,-1.2258476714090278,1.6830053964290879,-0.26344193132742777,0.10314725834876604,2.7354962289083784,-1.0332073694747153,-1.0063352273335713,0.034964727924268066,1.0144588533382175,-0.7877756916800193,0.622,0.10810810810810811,0.8,0.0,0.98441546167659,0.4858115777525539,0.23636363636363636,0.9844163640479475,0.1362671619022352,0.04324324324324324,0.524035,0.64,0.0
6617,15744046,Andrejew,606,Spain,Male,33,8,0.0,2,1,1,63176.77,0,0,2,DIAMOND,640,1,False,False,True,0,264,63176.77,19998,1089,367236,64,26-35,Fair,0,8,0,Loyal,-0.46072950627965104,-0.5646648934149681,1.03290776479748,-1.2258476714090278,-0.6418883560944005,0.14821997654890612,0.5408743322750239,0.46488886043936245,-0.6758304313606093,-0.5683322722071109,-0.519753048355946,1.0144588533382175,1.6923335261548371,0.5119999999999999,0.2027027027027027,0.8,0.0,0.3158561142589117,0.5913734392735528,0.3,0.315895727357106,0.18289447502818862,0.09398034398034397,0.4078933333333334,0.64,0.8
6618,15700826,Ko,678,Germany,Female,54,1,123699.28,2,0,1,105221.76,0,0,1,GOLD,664,0,False,True,False,1,54,0.850618608138963,36612,2916,459684,1,46-55,Good,1,1,0,New,0.2842383449118215,1.4377605113123673,-1.3875375865624426,0.7566941510701654,0.08923200728809448,0.25445530761376645,-1.1006021949484432,-0.6080256771842482,1.4356419903420068,1.3692740208099428,0.21616643189881804,-1.0804312659848354,-0.4777620394506622,0.656,0.48648648648648657,0.1,0.4930259931432719,0.5261011426591239,0.6186152099886493,0.06136363636363636,4.252781904280692e-06,0.4583803143861511,0.31842751842751843,0.5619733333333334,0.01,0.1
6619,15756301,Daniels,636,Germany,Female,29,3,97325.15,1,0,1,131924.38,0,0,3,SILVER,945,0,False,True,False,3,87,1.355487502587948,18444,841,404496,9,26-35,Fair,1,3,0,Regular,-0.15032623494987085,-0.9460792562201749,-0.695981771888179,0.3339930993218999,0.5535638869642387,1.4982939754981732,-0.8426558835276127,-0.6080171030126057,-0.8733282129499836,-0.8313461532515714,-0.22314998680466847,-0.8144134730549238,0.1422652650080519,0.572,0.14864864864864863,0.30000000000000004,0.3879070980572232,0.6596269943779631,0.9375709421112373,0.09886363636363636,6.777221296635889e-06,0.15712674935331966,0.0635135135135135,0.4699933333333333,0.09,0.30000000000000004
6620,15586517,Toscano,647,France,Male,32,5,97041.16,1,1,1,23132.73,0,0,1,GOLD,596,1,True,False,False,1,160,0.23837814409736963,20704,1024,418609,25,26-35,Fair,1,5,0,Regular,-0.036511702128951426,-0.6600184841162697,-0.004425957213915414,0.32944156068589614,-1.3382141983910254,-0.04654479707000454,-0.2720473764451693,-0.6080360748436859,-0.5861049269834547,-0.6372673619969896,-0.11080540796212472,-0.28237788719510093,0.762292569466766,0.594,0.1891891891891892,0.5,0.3867752042273419,0.11561679140357903,0.5414301929625426,0.18181818181818182,1.1914644770954514e-06,0.19460104795383698,0.08599508599508598,0.493515,0.25,0.5
6621,15751297,Wilson,732,France,Male,36,5,0.0,2,1,0,161428.25,0,0,5,SILVER,279,1,True,False,False,3,180,161428.25,26352,1296,535824,25,36-45,Good,0,0,0,Regular,0.8429642333054258,-0.27860412131106305,-0.004425957213915414,-1.2258476714090278,1.0666067050405397,-1.4497364615517017,-0.11571627861436291,2.133490477435933,0.13169910803378235,-0.34880052472242007,0.8222683402862113,-0.28237788719510093,-0.7877756916800193,0.7639999999999999,0.24324324324324326,0.5,0.0,0.8071604338214299,0.18161180476730984,0.20454545454545453,0.8071715995613129,0.2882536313590237,0.1194103194103194,0.6888733333333332,0.25,0.0
6622,15710365,Thomson,646,France,Male,50,0,104129.24,2,1,0,181794.86,1,1,4,DIAMOND,377,1,True,False,False,0,0,1.74584116967367,32300,2500,417316,0,46-55,Fair,1,0,0,New,-0.0468584778399441,1.0563461485071606,-1.7333154938995745,0.4430429902259737,1.420761701963349,-1.0159421930368553,-1.5226961590916204,-0.6080104736492608,0.887630127913833,0.9280894461547187,-0.12109815510613443,-1.1136834901010744,-0.7877756916800193,0.592,0.4324324324324324,0.0,0.4150260370654875,0.9090032098065364,0.2928490351872872,0.0,8.729063022232783e-06,0.3868806791802083,0.2673218673218673,0.49135999999999996,0.0,0.0
6623,15679307,Kazantseva,559,France,Female,43,1,0.0,1,0,1,86634.3,0,0,5,PLATINUM,830,0,True,False,False,2,43,86634.3,24037,1849,312481,1,36-45,Fair,0,1,0,New,-0.9470279646963067,0.38887101359804876,-1.3875375865624426,-1.2258476714090278,-0.2339853489190918,0.989249680812384,-1.1865842987553867,0.8632673122321046,-0.16251412515759578,0.23767800841300993,-0.9556226306221888,-1.0804312659848354,-0.4777620394506622,0.41800000000000004,0.3378378378378379,0.1,0.0,0.4331549662992816,0.8070374574347332,0.04886363636363636,0.43318778759382054,0.2498673476155734,0.18734643734643733,0.31663500000000006,0.01,0.1
6624,15610753,Cremonesi,581,France,Male,28,3,104367.5,1,1,1,29937.75,0,0,1,DIAMOND,470,1,True,False,False,0,84,0.28684660601618306,16268,784,337561,9,26-35,Fair,1,3,0,Regular,-0.7193988990544679,-1.0414328469214764,-0.695981771888179,0.4468616091752827,-1.2198817003876925,-0.6042802851605215,-0.8661055482022336,-0.6080352517054092,-1.1498759431549248,-0.8917969242980804,-0.7559767695458055,-0.8144134730549238,0.1422652650080519,0.46199999999999986,0.13513513513513514,0.30000000000000004,0.4159756656577179,0.14964514111097607,0.398410896708286,0.09545454545454544,1.4338158992171484e-06,0.12104530078928172,0.056511056511056514,0.358435,0.09,0.30000000000000004
6625,15811036,Ferri,565,France,Male,46,7,135369.71,1,0,1,140130.22,0,0,1,DIAMOND,829,1,True,False,False,0,322,1.035159082788293,25990,2116,319225,49,46-55,Fair,1,7,0,Loyal,-0.8849473104303507,0.6749317857019538,0.6871298574603482,0.9437374027472636,0.6962552450227996,0.9848232086846814,0.9942345159843625,-0.608022543139505,0.08569254629932063,0.5208421464729734,-0.9019379541030847,0.5156754915946334,1.38231987392548,0.43000000000000005,0.37837837837837845,0.7000000000000001,0.5395406158731619,0.7006601130407953,0.8059023836549376,0.3659090909090909,5.175518972875771e-06,0.2822511109637196,0.22014742014742011,0.32787499999999997,0.49,0.7000000000000001
6626,15610912,Ferri,657,Spain,Female,41,6,112119.48,1,1,0,17536.82,0,0,1,PLATINUM,476,0,False,False,True,2,246,0.15641049699394793,26937,1681,431649,36,36-45,Good,1,0,0,Loyal,0.0669560549809753,0.1981638321954454,0.3413519501232164,0.5711034362661296,-1.4355214816762811,-0.5777214523943063,0.4001763442272982,-0.6080374668975104,0.20604672851626885,0.05950731480224638,-0.0070022967804644985,0.08339657808352734,-0.7877756916800193,0.614,0.3108108108108108,0.6000000000000001,0.44687259277262736,0.08763456910134916,0.4052213393870602,0.27954545454545454,7.816108308881871e-07,0.29795383697021954,0.1667076167076167,0.5152483333333333,0.36,0.0
6627,15619932,Lombardi,847,France,Male,66,7,123760.68,1,0,1,53157.16,0,0,1,GOLD,757,1,True,False,False,1,462,0.4295122690642209,55902,4356,717409,49,56+,Excellent,1,7,0,Loyal,2.032843440069583,2.5820035997279875,0.6871298574603482,0.7576782155521915,-0.8161193620751578,0.6661172154901004,2.0885522008000073,-0.6080328288191986,3.88720711702092,2.8964513946164874,2.2677505445746906,0.5156754915946334,1.38231987392548,0.9939999999999999,0.6486486486486487,0.7000000000000001,0.4932707140177911,0.2657532794381864,0.7241770715096482,0.525,2.1471710369465372e-06,0.7782383763348146,0.4953316953316953,0.9915150000000001,0.49,0.7000000000000001
6628,15746199,Eluemuno,558,France,Female,41,6,0.0,1,1,1,143585.29,1,1,1,GOLD,331,0,True,False,False,1,246,143585.29,22878,1681,311364,36,36-45,Fair,0,6,1,Loyal,-0.9573747404072994,0.1981638321954454,0.3413519501232164,-1.2258476714090278,0.7563354599048097,-1.219559910911171,0.4001763442272982,1.8304640812126383,-0.30981137667759895,0.05950731480224638,-0.9645143541796976,0.08339657808352734,1.072306221696123,0.41600000000000004,0.3108108108108108,0.6000000000000001,0.0,0.717937112994291,0.24063564131668555,0.27954545454545454,0.7179534449166728,0.23064933342176824,0.1667076167076167,0.3147733333333333,0.36,0.6000000000000001
6629,15584967,Chiganu,596,Spain,Male,57,6,0.0,2,1,1,72402.0,0,0,1,DIAMOND,627,1,False,False,True,0,342,72402.0,33972,3249,355216,36,56+,Fair,0,6,0,Loyal,-0.5641972633895778,1.7238212834162723,0.3413519501232164,-1.2258476714090278,-0.48147082454338586,0.09067583888877341,1.150565613815169,0.6215606346982874,1.1001245235492474,1.7224337885027061,-0.6154365910249304,0.08339657808352734,1.072306221696123,0.4919999999999999,0.527027027027027,0.6000000000000001,0.0,0.3619866697269589,0.5766174801362088,0.3886363636363636,0.3620236117872888,0.41460502752536976,0.3593366093366093,0.38786000000000004,0.36,0.6000000000000001
6630,15734365,Hsueh,579,France,Male,39,5,0.0,2,0,1,39891.84,0,0,2,GOLD,977,1,True,False,False,1,195,39891.84,22581,1521,335241,25,36-45,Fair,0,5,0,Regular,-0.7400924504764532,0.0074566507928420294,-0.004425957213915414,-1.2258476714090278,-1.0467900217372266,1.6399410835846535,0.0015320447587418866,0.06944166870594581,-0.3475570916917844,-0.11017906006514748,-0.7744448077314996,-0.28237788719510093,0.762292569466766,0.45799999999999985,0.2837837837837838,0.5,0.0,0.19942034464291336,0.9738933030646992,0.2215909090909091,0.19946669957081822,0.22572461364993035,0.14705159705159704,0.3545683333333333,0.25,0.5
6631,15726960,O'Brien,741,France,Female,36,3,0.0,2,1,1,89804.83,0,0,1,SILVER,900,0,True,False,False,3,108,89804.83,26676,1296,549081,9,36-45,Good,0,3,0,Regular,0.9360852147043599,-0.27860412131106305,-0.695981771888179,-1.2258476714090278,-0.17885300031548645,1.29910272975156,-0.6785082308052659,0.9171123177703024,0.17287625168562104,-0.34880052472242007,0.9277988498671369,-0.8144134730549238,0.1422652650080519,0.7819999999999999,0.24324324324324326,0.30000000000000004,0.0,0.4490091303719505,0.8864926220204314,0.12272727272727273,0.4490410336833411,0.2936260529283014,0.1194103194103194,0.7109683333333334,0.09,0.30000000000000004
6632,15665177,Booth,613,France,Male,44,3,0.0,2,0,1,136491.72,0,0,5,GOLD,462,1,True,False,False,1,132,136491.72,26972,1936,375769,9,36-45,Fair,0,3,0,Regular,-0.38830207630270236,0.48422460429935044,-0.695981771888179,-1.2258476714090278,0.6329853657299942,-0.6396920621821415,-0.49091091340829823,1.709994217834719,0.21049487675026377,0.32994497474715534,-0.4518272854945115,-0.8144134730549238,0.1422652650080519,0.5259999999999999,0.35135135135135137,0.30000000000000004,0.0,0.6824658754911094,0.3893303064699205,0.15,0.6824842612586597,0.29853419115208596,0.198034398034398,0.42211499999999996,0.09,0.30000000000000004
6633,15779915,O'Loghlin,694,Spain,Male,31,5,0.0,1,1,0,35593.18,0,0,2,PLATINUM,636,1,False,False,True,2,155,35593.18,21514,961,481636,25,26-35,Good,0,0,0,Regular,0.44978675628770426,-0.7553720748175714,-0.004425957213915414,-1.2258476714090278,-1.121539423776751,0.13051408803809605,-0.3111301509028709,-0.0035623311006573134,-0.483162067853858,-0.704081372101026,0.390912282869662,-0.28237788719510093,-0.7877756916800193,0.6880000000000001,0.1756756756756757,0.5,0.0,0.1779249918367204,0.58683314415437,0.17613636363636362,0.1779725913822257,0.20803210187703125,0.07825552825552826,0.59856,0.25,0.0
6634,15729110,Lavrov,729,Spain,Female,42,7,0.0,2,1,0,58268.2,1,1,1,PLATINUM,226,0,False,False,True,2,294,58268.2,30618,1764,531441,49,36-45,Good,0,0,1,Loyal,0.8119239061724478,0.2935174228967471,0.6871298574603482,-1.2258476714090278,-0.7272434835920742,-1.684339484319935,0.7753709790212335,0.38152677938836094,0.6738648327829915,0.14753212176470695,0.7873780767655659,0.5156754915946334,-0.7877756916800193,0.7579999999999999,0.3243243243243243,0.7000000000000001,0.0,0.2913109201928784,0.12145289443813848,0.33409090909090905,0.29135195449968543,0.35899051535451354,0.1769041769041769,0.6815683333333333,0.49,0.0
6635,15575399,Somadina,480,France,Female,42,1,152160.21,2,1,0,101778.9,0,0,3,DIAMOND,323,0,True,False,False,0,42,0.6688886083384852,20160,1764,230400,1,36-45,Poor,1,0,0,New,-1.764423245864728,0.2935174228967471,-1.3875375865624426,1.2128405735202614,0.02936411210545661,-1.254971687932791,-1.194400853646927,-0.6080287634987904,-0.6552418595346899,0.14753212176470695,-1.6090170454152757,-1.0804312659848354,-0.7877756916800193,0.2599999999999999,0.3243243243243243,0.1,0.6064622094173774,0.5088851985364602,0.23155505107832006,0.04772727272727272,3.344097738325634e-06,0.1855806858128275,0.1769041769041769,0.17983333333333335,0.01,0.0
6636,15678374,Colombo,666,France,Female,59,5,0.0,2,1,1,185123.09,0,0,2,DIAMOND,892,0,True,False,False,0,295,185123.09,39294,3481,443556,25,56+,Good,0,5,0,Regular,0.16007703637990936,1.9145284648188758,-0.004425957213915414,-1.2258476714090278,1.4786362959880004,1.2636909527299398,0.7831875339127738,2.5358991570657463,1.7764972350155603,1.9684790320604273,0.08778172506309595,-0.28237788719510093,0.762292569466766,0.632,0.5540540540540542,0.5,0.0,0.9256459491881474,0.8774120317820657,0.3352272727272727,0.925650254414544,0.5028520262651721,0.3878378378378378,0.5350933333333334,0.25,0.5
6637,15792679,Troupe,575,France,Male,24,2,0.0,2,1,1,119927.81,0,0,2,PLATINUM,367,1,True,False,False,2,48,119927.81,13800,576,330625,4,18-25,Fair,0,2,0,New,-0.781479553320424,-1.4228472097266833,-1.0417596792253108,-1.2258476714090278,0.3449555220260251,-1.0602069143138804,-1.1475015242976851,1.4286898852202314,-1.463533938626338,-1.1123892116256924,-0.8111898354320014,-0.9806745936361185,-0.16774838722130514,0.45000000000000007,0.08108108108108109,0.2,0.0,0.5996384154686772,0.2814982973893303,0.05454545454545454,0.5996615970874738,0.0801220401936725,0.03095823095823095,0.346875,0.04,0.2
6638,15668767,Kenenna,850,France,Male,36,3,0.0,2,1,0,195033.07,0,0,4,PLATINUM,731,1,True,False,False,2,108,195033.07,30600,1296,722500,9,36-45,Excellent,0,0,0,Regular,2.063883767202561,-0.27860412131106305,-0.695981771888179,-1.2258476714090278,1.650960945814609,0.551028940169835,-0.6785082308052659,2.7042000177998915,0.6715772136912227,-0.34880052472242007,2.3082767438864877,-0.8144134730549238,-0.7877756916800193,0.9999999999999999,0.24324324324324326,0.30000000000000004,0.0,0.975200581655548,0.6946651532349603,0.12272727272727273,0.9752020175841801,0.35869204748955363,0.1194103194103194,1.0,0.09,0.0
6639,15761886,Franklin,740,France,Male,36,4,172381.8,1,1,1,86480.29,0,0,3,GOLD,444,1,True,False,False,1,144,0.5016758632531784,26640,1296,547600,16,36-45,Good,1,4,0,Regular,0.9257384389933673,-0.27860412131106305,-0.35020386455104724,1.5369341971211994,-0.23666342892730552,-0.7193685604807868,-0.3971122547098144,-0.6080316032672787,0.1683010135020834,-0.34880052472242007,0.9160095548011831,-0.5816479042412513,0.452278917237409,0.7799999999999999,0.24324324324324326,0.4,0.6870590365992822,0.4323848427524828,0.3688989784335982,0.16363636363636364,2.508002575327135e-06,0.29302911719838165,0.1194103194103194,0.7084999999999999,0.16,0.4
6640,15583076,Deleon,588,Germany,Male,41,6,106116.56,2,1,0,198766.61,0,0,3,DIAMOND,666,1,False,True,False,0,246,1.873079347093921,24108,1681,345744,36,36-45,Fair,1,0,0,Loyal,-0.6469714690775192,0.1981638321954454,0.3413519501232164,0.47489398414161604,1.715883475740364,0.2633082518691715,0.4001763442272982,-0.6080083127675254,-0.15349073874006325,0.05950731480224638,-0.6908371331347989,0.08339657808352734,-0.7877756916800193,0.47599999999999987,0.3108108108108108,0.6000000000000001,0.4229468626086393,0.9938700645911683,0.6208853575482407,0.27954545454545454,9.365277831310546e-06,0.25104463752735956,0.1667076167076167,0.3720733333333333,0.36,0.0
6641,15815615,Kung,681,France,Male,36,5,141952.07,1,1,1,185144.08,0,0,5,SILVER,385,1,True,False,False,3,180,1.304262598899763,24516,1296,463761,25,36-45,Good,1,5,0,Regular,0.3152786720447995,-0.27860412131106305,-0.004425957213915414,1.0492336028109517,1.4790012911141115,-0.9805304160152352,-0.11571627861436291,-0.6080179729634413,-0.10163803932663677,-0.34880052472242007,0.24862082486566073,-0.28237788719510093,0.762292569466766,0.662,0.24324324324324326,0.5,0.5657758096125802,0.9257509092118296,0.3019296254256527,0.20454545454545453,6.521087147430304e-06,0.2578099091331167,0.1194103194103194,0.5687683333333333,0.25,0.5
6642,15591942,Zito,611,Spain,Female,33,7,0.0,2,1,1,3729.89,0,0,1,DIAMOND,976,0,False,False,True,0,231,3729.89,20163,1089,373321,49,26-35,Fair,0,7,0,Loyal,-0.40899562772468767,-0.5646648934149681,0.6871298574603482,-1.2258476714090278,-1.6756101980440734,1.635514611456951,0.2829280208541934,-0.5446955253978898,-0.6548605896860619,-0.5683322722071109,-0.4713142499249336,0.5156754915946334,1.38231987392548,0.5219999999999999,0.2027027027027027,0.7000000000000001,0.0,0.018593325662600774,0.9727582292849035,0.2625,0.01865015078341146,0.18563043045698746,0.09398034398034397,0.418035,0.49,0.7000000000000001
6643,15724924,Giordano,589,France,Female,37,6,138497.84,1,0,1,18988.58,0,0,1,SILVER,828,0,True,False,False,3,222,0.13710280894771396,21793,1369,346921,36,36-45,Fair,1,6,0,Loyal,-0.6366246933665265,-0.18325053060976135,0.3413519501232164,0.9938722826847365,-1.4102768259219527,0.9803967365569789,0.2125790268303305,-0.6080377947993343,-0.4477039719314414,-0.27138111618917166,-0.6814677879000739,0.08339657808352734,1.072306221696123,0.47799999999999987,0.25675675675675674,0.6000000000000001,0.5520083472935167,0.09489406238295757,0.8047673098751419,0.25227272727272726,6.850687606297e-07,0.2126583537839093,0.12837837837837837,0.37403499999999995,0.36,0.6000000000000001
6644,15762123,Davide,717,Spain,Female,34,1,0.0,2,1,0,119313.74,0,0,4,DIAMOND,533,0,False,False,True,0,34,119313.74,24378,1156,514089,1,26-35,Good,0,0,0,New,0.6877625976405357,-0.4693113027136664,-1.3875375865624426,-1.2258476714090278,0.33427745832468314,-0.32541254111526297,-1.2569332927792496,1.4182611548341948,-0.11917645236353101,-0.4972761027313897,0.6492498877146328,-1.0804312659848354,-0.7877756916800193,0.7339999999999999,0.21621621621621623,0.1,0.0,0.5965677722222472,0.46992054483541434,0.038636363636363635,0.5965911316365266,0.25552165550175765,0.1022113022113022,0.6526483333333333,0.01,0.0
